,,Test,BN_indep,BN_timedep_5step,TVAE,CTGAN,E-WGAN-GP,NetShare,Transformer,Our
Novelty,128,6.606654658943883,5.494687688215065,5.496322714878339,5.273755098058036,5.60590203861351,4.668922955117906,3.7206009113845675,4.297058755999086,5.936866862133653
Novelty,129,6.799288204392762,,5.440116502252629,5.187450939464238,5.736497887247532,4.673412452700378,3.7200439301804824,3.6880114709361767,5.929395495376963
Novelty,130,6.731222261359746,,5.548352916974616,4.990157884932528,5.688579519139741,4.615955859547574,,3.775937430421129,
Novelty,131,6.731109459856435,5.465010526477272,5.604304401121311,5.164913047036896,5.613808413529966,4.682009518449643,3.6378730559058408,3.8900078468527215,6.047500957424192
Novelty,132,6.710521544260461,5.495790144827039,5.5701685728631745,5.143183993660066,5.782685585393779,4.636759428994958,,3.775098048883263,5.885852925878914
Novelty,133,6.873858882041875,5.477525911322695,5.446102238634089,5.1196556556889,5.735179835552542,4.7099197671348625,3.6965456333231184,,5.780688807361069
Novelty,134,6.688061482003062,5.411257450300616,5.508285931733264,5.288044406514571,,4.688083840043467,,3.7610270288680656,5.874679439621267
Novelty,135,6.773102444055966,,5.5493715754354165,5.119204278510594,5.641194665672292,4.7450951890038615,3.9763879796866086,3.528318759924888,5.93253002997484
Novelty,136,6.761873621463235,5.369213121660106,5.4258446221160455,5.192374115785916,5.677314176027039,4.647772736538578,3.977191245754684,3.560627483393135,5.869893589151083
Novelty,137,6.554858620359755,5.427574273924535,5.453979624404242,5.214176163620415,5.6529460965814815,4.63567518803631,,3.7260163450157617,5.852668044660444
Novelty,138,6.505543038718329,5.3732273091433616,5.46600587648049,5.275814222402428,5.673262692314525,4.639174406534228,,3.798999860000096,6.037665463550705
Novelty,139,6.713680135849523,5.543232593560612,5.4515533170833805,5.224491428515903,5.735341805922208,4.592447606108561,3.9550685656412687,3.477321278596916,5.9137071711534865
DKC,140,0.000565,0.0550949999999999,0.016165,0.066665,0.10715499999999989,0.070185,0.053075000000000004,0.04499500000000001,0.023069999999999997
DKC,141,0.000655,0.0550249999999999,0.0162399999999999,0.0667649999999999,0.1074849999999999,0.07014,0.0541099999999999,0.04532,0.023129999999999897
DKC,142,0.0005849999999999,0.05478,0.01657,0.066765,0.10765499999999989,0.070155,0.0538799999999999,0.04511,0.02292
DKC,143,0.00063,0.054385,0.016460000000000002,0.066665,0.10750499999999999,0.06927,0.053525,0.0451,0.022924999999999997
DKC,144,0.000525,0.05417,0.0171749999999999,0.06726,0.10649,0.070175,0.0547549999999999,0.045405,0.023479999999999997
DKC,145,0.00057,0.05454,0.01666,0.0663399999999999,0.10742499999999999,0.070685,0.053605,0.045435,0.023005
DKC,146,0.00058,0.055745,0.0163799999999999,0.06659,0.1071,0.069965,0.052905,0.04483999999999991,0.022135
DKC,147,0.00062,0.0547,0.01661,0.066125,0.10739,0.069405,0.05389,0.045545,0.022345
DKC,148,0.00059,0.05455,0.016300000000000002,0.06758,0.1069199999999999,0.070355,0.053445,0.045340000000000005,0.02299
DKC,149,0.00064,0.05387,0.01677,0.066495,0.107335,0.07042,0.05392,0.045009999999999994,0.021904999999999997
DKC,150,0.0005549999999999,0.0544,0.016789999999999902,0.066055,0.10678499999999991,0.0704,0.053135,0.04475,0.0224999999999999
DKC,151,0.00061,0.053905,0.0172,0.067395,0.107695,0.070415,0.054885,0.044725,0.022884999999999902
DKC,152,0.000685,0.054595,0.016715,0.066025,0.10699,0.069935,0.05393,0.044770000000000004,0.022694999999999996
DKC,153,0.00058,0.054915,0.0164899999999999,0.0667099999999999,0.10772499999999999,0.070065,0.05344,0.045235,0.023065
DKC,154,0.000605,0.0546799999999999,0.016595,0.06748,0.10776,0.07011,0.053245,0.04493,0.022709999999999998
DKC,155,0.00069,0.05455,0.016665,0.06747,0.107025,0.0698749999999999,0.054125,0.045254999999999906,0.02227
DKC,156,0.00062,0.05486,0.0171749999999999,0.0660449999999999,0.1065499999999999,0.070505,0.053965,0.04432,0.02274
DKC,157,0.000645,0.05471,0.015769999999999902,0.06659,0.107165,0.0690499999999999,0.054630000000000005,0.04483999999999991,0.02294
DKC,158,0.000475,0.055205,0.016415,0.066455,0.10696,0.07013,0.053025,0.044715000000000005,0.022264999999999997
DKC,159,0.000455,0.054505,0.015794999999999997,0.066125,0.1073749999999999,0.070165,0.053745,0.045325000000000004,0.02272
